更新日期,#genre#
凤凰香港,http://k.061899.xyz/k.php?id=fhhk$IPV4•线路1
凤凰香港,http://r.jdshipin.com/yDoTN$IPV4•线路2
凤凰香港,http://r.jdshipin.com/NfC0f$IPV4•线路3
凤凰香港,http://api.kkitv.itv888.vip:8080/streams/mty4v56ud39/index.m3u8$IPV4•线路4
凤凰香港,http://43.152.224.209/qctv.fengshows.cn/live/0701phk72.flv$IPV4•线路5
凤凰香港,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=aff37a7016d2f0ae2cab0c213a506bc0&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=7f4860a1845e4e7b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29$IPV4•线路6
凤凰香港,https://cdn6.cc.cd/163189/fhhk$IPV4•线路7
凤凰香港,http://bobohome.ignorelist.com:20247/fengshows?id=3.m3u8$IPV4•线路8
凤凰香港,https://ktpremium.world/live/LT1976F/A9177/492400.ts$IPV4•线路9
凤凰香港,http://c.123.rr.kg/163189/fhhk$IPV4•线路10
凤凰香港,https://cdn.qd.je/163189/fhhk$IPV4•线路11
凤凰香港,https://cdn6.163189.xyz/163189/fhhk$IPV4•线路12
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk$IPV4•线路13
凤凰香港,https://php.jdshipin.com:2096/smt.php?id=hkphoenix_twn$IPV4•线路14
凤凰香港,https://cdn6.123.rr.kg/163189/fhhk$IPV4•线路15
凤凰香港,https://cdn6.cc.cd/163189/fhhk$IPV4•线路16
凤凰香港,http://bobohome.ignorelist.com:20247/fengshows?id=3.m3u8$IPV4•线路17
凤凰香港,https://ktpremium.world/live/LT1976F/A9177/492400.ts$IPV4•线路18
凤凰香港,http://k.061899.xyz/k.php?id=fhhk$IPV4•线路19
无线新闻,https://ktpremium.world/live/LT1976F/A9177/492389.ts$IPV4•线路1
无线新闻,https://smt.1678520.xyz/smt3.2.3.php?id=inews_twn$IPV4•线路2
无线新闻,https://hls.iill.top/api/TVB-News/index.m3u8$IPV4•线路3
无线新闻,https://cdn6.123.rr.kg/163189/wxxw$IPV4•线路4
无线新闻,https://cdn6.123.rr.kg/163189/wxxwt$IPV4•线路5
无线新闻,http://beishan008.asuscomm.com:8890/bysid/83.m3u8$IPV4•线路6
无线新闻,http://ktpremium.site:2095/live/hakimlau536/Aaaa2345/492389.ts$IPV4•线路7
无线新闻,http://main.light-ott.net:80/play/live.php?extension=ts&mac=00:1B:79:53:05:29&stream=1495601$IPV4•线路8
无线新闻,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:06:9A:77&stream=153399$IPV4•线路9
无线新闻,http://activefrance.net:80/WJ74AC4SRKQQYR7/pahruAQRs8/616461$IPV4•线路10
无线新闻,http://push.cdn1.hls123.de:8080/streams/n66wwnx3l7i/index.m3u8$IPV4•线路11
无线新闻,https://flv-play.clouda.com/live/wxxw-VwZhG1x9hLCwReaguCg88TzThcD106VyDTku9beoGAAb1gQ0ls3pI6Mw9dGLnnXEdgTWcLV4l9rttWgKHUFeHEbb.flv$IPV4•线路12
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$IPV4•线路13
无线新闻,https://iptv.1989.click/hk/q25p9q?token=809757d162de6309a62f31059658f8321e83ec7a1097ecc1$IPV4•线路14
无线新闻,https://cdn.qd.je/163189.php?id=wxxw$IPV4•线路15
翡翠台,http://r.jdshipin.com/qClQf$IPV4•线路1
翡翠台,http://r.jdshipin.com/qrfbg$IPV4•线路2
翡翠台,http://r.jdshipin.com/62WM7$IPV4•线路3
翡翠台,http://r.jdshipin.com/n90gt$IPV4•线路4
翡翠台,http://r.jdshipin.com/GeWKr$IPV4•线路5
翡翠台,http://api.kkitv.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8$IPV4•线路6
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34$IPV4•线路7
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4$IPV4•线路8
翡翠台,https://cdn6.cc.cd/163189/fct$IPV4•线路9
翡翠台,http://gd.wsd.gd.cn:1698/hls/92/index.m3u8$IPV4•线路10
翡翠台,http://116.77.239.26:44300/tsfile/live/0141_1.m3u8$IPV4•线路11
翡翠台,http://211.97.63.3:3443/hls/541/index.m3u8$IPV4•线路12
翡翠台,http://everydaytv.top/live/ggiptv/jade/playlist.m3u8$IPV4•线路13
翡翠台,http://67.220.71.199:2347/livehttpplay?channel_id=30025$IPV4•线路14
翡翠台,http://play.wenxiang.cn/live/e240363d284b6f41fcb7136eef507ef6.flv$IPV4•线路15
翡翠台,https://cdn6.cc.cd/163189/fct$IPV4•线路16
翡翠台,http://gd.wsd.gd.cn:1698/hls/92/index.m3u8$IPV4•线路17
翡翠台,http://116.77.239.26:44300/tsfile/live/0141_1.m3u8$IPV4•线路18
翡翠台,http://211.97.63.3:3443/hls/541/index.m3u8$IPV4•线路19
翡翠台,http://everydaytv.top/live/ggiptv/jade/playlist.m3u8$IPV4•线路20
翡翠台,http://play.wenxiang.cn/live/e240363d284b6f41fcb7136eef507ef6.flv$IPV4•线路21
翡翠台,http://111.221.137.234:44330/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路22
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路1
CCTV1,http://111.231.6.102:1234/608807420$IPV4•线路2
CCTV1,http://43.240.220.130:3360/cdnlive-fusion.php?mode=play;id=3d8e093d50b1a060c11758de78cca54d;token=qBPHA4CG4QetWxkzDkrQunrT5DGBvHLG;machineid=9bd3f4b65ec578ec;userip=104.28.209.252;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29$IPV4•线路3
CCTV1,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=3d8e093d50b1a060c11758de78cca54d&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路4
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1$IPV4•线路5
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1b$IPV4•线路6
CCTV1,http://112.30.73.119:229/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8$IPV4•线路8
CCTV1,http://58.56.162.102:4466/newlive/live/hls/1/live.m3u8$IPV4•线路9
CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8$IPV4•线路10
CCTV1,http://171.38.148.188:9003/hls/1/index.m3u8$IPV4•线路11
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$IPV4•线路12
CCTV1,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001859$IPV4•线路13
CCTV1,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv1$IPV4•线路14
CCTV1,http://113.95.132.166:554/rtp/239.77.0.119:5146$IPV4•线路15
CCTV1,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3$IPV4•线路16
CCTV1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226737/1.m3u8$IPV4•线路17
CCTV1,http://go.bkpcp.top/mg/cctv1$IPV4•线路18
CCTV1,http://m.061899.xyz/mg/cctv1$IPV4•线路19
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$IPV4•线路20
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub$IPV4•线路21
CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8$IPV4•线路22
CCTV1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV1,http://112.30.73.119:9901/tsfile/live/1425_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV1,rtmp://yftv-wshls.yzbtv.cn/live/4387$IPV4•线路25
CCTV4,http://148.135.93.213/live.php?id=CCTV4$IPV4•线路1
CCTV4,http://111.231.6.102:1234/631780421$IPV4•线路2
CCTV4,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=c05a594b68692bbb5d09e966469540c8&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV4,http://47.106.39.47:8596/aikan.php?id=cctv4$IPV4•线路4
CCTV4,http://113.90.154.189:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
CCTV4,http://58.56.162.102:4466/newlive/live/hls/4/live.m3u8$IPV4•线路6
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$IPV4•线路7
CCTV4,http://219.147.245.238:25480/newlive/live/hls/4/live.m3u8$IPV4•线路8
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8$IPV4•线路9
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4$IPV4•线路10
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4o$IPV4•线路11
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4a$IPV4•线路12
CCTV4,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001814$IPV4•线路13
CCTV4,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv4$IPV4•线路14
CCTV4,http://113.95.132.166:554/rtp/239.253.43.120:5146$IPV4•线路15
CCTV4,http://cfss.cc/cdn/dy/CCTV4...flv$IPV4•线路16
CCTV4,http://111.29.9.33:6610/000000001000/1000000002000031664/index.m3u8?channel-id=bestzb&Contentid=1000000002000031664&livemode=1&stbId=3$IPV4•线路17
CCTV4,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226725/1.m3u8$IPV4•线路18
CCTV4,http://go.bkpcp.top/mg/cctv4$IPV4•线路19
CCTV4,http://m.061899.xyz/mg/cctv4$IPV4•线路20
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4$IPV4•线路21
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub$IPV4•线路22
CCTV4,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8$IPV4•线路23
CCTV4,http://112.30.73.119:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV4,rtmp://yftv-wshls.yzbtv.cn/live/11ef0$IPV4•线路25
CCTV13,http://148.135.93.213/live.php?id=CCTV13$IPV4•线路1
CCTV13,http://111.231.6.102:1234/608807423$IPV4•线路2
CCTV13,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=0846adebefbf618f3d7196645a6f83b0&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV13,http://47.106.39.47:8596/aikan.php?id=cctv13$IPV4•线路4
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路5
CCTV13,http://113.57.140.161:10081/newlive/live/hls/14/live.m3u8$IPV4•线路6
CCTV13,http://120.40.39.246:352/newlive/live/hls/14/live.m3u8$IPV4•线路7
CCTV13,http://221.226.51.220:50081/newlive/live/hls/14/live.m3u8$IPV4•线路8
CCTV13,http://118.122.144.115:8888/newlive/live/hls/14/live.m3u8$IPV4•线路9
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路10
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13$IPV4•线路11
CCTV13,https://t.freetv.fun/live/cctv13-21.m3u8$IPV4•线路12
CCTV13,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001811$IPV4•线路13
CCTV13,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv13$IPV4•线路14
CCTV13,http://113.95.132.166:554/rtp/239.253.43.196:5146$IPV4•线路15
CCTV13,https://10.fast.hidns.vip/163189/cctv13/$IPV4•线路16
CCTV13,http://111.29.9.33:6610/000000001000/1000000002000021303/index.m3u8?channel-id=bestzb&Contentid=1000000002000021303&livemode=1&stbId=3$IPV4•线路17
CCTV13,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226717/1.m3u8$IPV4•线路18
CCTV13,http://go.bkpcp.top/mg/cctv13$IPV4•线路19
CCTV13,http://m.061899.xyz/mg/cctv13$IPV4•线路20
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13$IPV4•线路21
CCTV13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub$IPV4•线路22
CCTV13,http://bztv.tvbus.cc:8081/cdnlive/cctv13.m3u8$IPV4•线路23
CCTV13,http://112.30.73.119:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV13,http://112.30.73.119:9901/tsfile/live/1416_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路25
CCTV13,rtmp://yftv-wshls.yzbtv.cn/live/4e2f$IPV4•线路26
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3$IPV4•线路1
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen$IPV4•线路2
广州新闻,http://113.95.132.166:554/rtp/239.253.43.72:5146$IPV4•线路3
广州新闻,http://183.30.201.121:10002/rtp/239.253.43.72:5146$IPV4•线路4
广州新闻,http://58.63.66.57:8888/rtp/239.253.43.72:5146$IPV4•线路5
广州新闻,https://168.sryze.cc/163189/gzxw$IPV4•线路6
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487$IPV4•线路7
广州新闻,rtsp://183.59.131.100:554/PLTV/88888905/224/3221230113/453206913.smil?0&accountinfo=%7E%7EV2.0%7E0SFQT4d134tJBYGpDmeXDQ%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2$IPV4•线路8
广州新闻,http://f.123.rr.kg/163189/gzxw$IPV4•线路9
广州新闻,https://cdn16.123.rr.kg/163189/gzxw$IPV4•线路10
广州新闻,http://47.108.20.161:8866/guangdong/guangzhou.php?id=xinwen$IPV4•线路11
广州新闻,https://tencentplaybusiness.gztv.com/live/xinwen.m3u8$IPV4•线路12
广州新闻,http://cdn16.123.rr.kg/163189/gzxw$IPV4•线路13
广州新闻,https://tencentplaygzrb01.gztv.com/live/xinwen.m3u8$IPV4•线路14
广州新闻,http://8.134.175.232:4022/rtp/239.253.43.72:5146$IPV4•线路15
广州新闻,https://168.sryze.cc/163189/gzxw$IPV4•线路16
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487$IPV4•线路17
广州新闻,rtsp://183.59.131.100:554/PLTV/88888905/224/3221230113/453206913.smil?0&accountinfo=%7E%7EV2.0%7E0SFQT4d134tJBYGpDmeXDQ%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2$IPV4•线路18
广州综合,http://r.jdshipin.com/iR6Gq$IPV4•线路1
广州综合,http://r.jdshipin.com/snhya$IPV4•线路2
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路3
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488$IPV4•线路4
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487$IPV4•线路5
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe$IPV4•线路6
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp%3BtxSecret=7e4590b2320037d7ce49ce9eac2dd6c0$IPV4•线路7
广州综合,http://113.95.132.166:554/rtp/239.253.43.71:5146$IPV4•线路8
广州综合,http://183.30.201.121:10002/rtp/239.253.43.71:5146$IPV4•线路9
广州综合,http://58.63.66.57:8888/rtp/239.253.43.71:5146$IPV4•线路10
广州综合,https://168.sryze.cc/163189/gzzh$IPV4•线路11
广州综合,rtsp://183.59.56.116:554/PLTV/88888905/224/3221230104/453207146.smil?0&accountinfo=%7E%7EV2.0%7EzPzHhhIQTsmwS_6SJEwFCg%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2$IPV4•线路12
广州综合,http://f.123.rr.kg/163189/gzzh$IPV4•线路13
广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8$IPV4•线路14
广州综合,https://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$IPV4•线路15
广州综合,https://168.sryze.cc/163189/gzzh$IPV4•线路16
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487$IPV4•线路17
广州综合,rtsp://183.59.56.116:554/PLTV/88888905/224/3221230104/453207146.smil?0&accountinfo=%7E%7EV2.0%7EzPzHhhIQTsmwS_6SJEwFCg%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2$IPV4•线路18
广东珠江,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=b66feca3d096e80c29170d88402f07b6&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路1
广东珠江,http://m.061899.xyz/mg/gdzj$IPV4•线路2
广东珠江,http://r.jdshipin.com/sE5vO$IPV4•线路3
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路4
广东珠江,https://hk.188766.xyz/?migutoken=34467290b64f0850801479159893a4de&id=gd_gdzj&type=sz$IPV4•线路5
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路6
广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-16.ctv$IPV4•线路7
广东珠江,http://171.38.148.188:9003/hls/39/index.m3u8$IPV4•线路8
广东珠江,http://120.198.95.220:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1$IPV4•线路9
广东珠江,http://120.238.84.45:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
广东珠江,http://183.6.80.98:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
广东珠江,https://2.fast.hidns.vip/163189/gdzj$IPV4•线路12
广东珠江,http://67.220.71.199:2347/livehttpplay?channel_id=20144$IPV4•线路13
广东珠江,http://8.138.7.223/tv/gdzj.m3u8$IPV4•线路14
广东珠江,http://go.bkpcp.top/mg/gdzj$IPV4•线路15
广东珠江,https://2.fast.hidns.vip/163189/gdzj$IPV4•线路16
广东珠江,http://8.138.7.223/tv/gdzj.m3u8$IPV4•线路17
广东珠江,http://go.bkpcp.top/mg/gdzj$IPV4•线路18
广东珠江,http://120.87.19.109:80/PLTV/88888973/224/3221225765/10000100000000060000000000337113_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xO19uH5hdTnCFTMsbtW1pkQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路19
广东珠江,http://m.061899.xyz/mg/gdzj$IPV4•线路20
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub$IPV4•线路21
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub$IPV4•线路22
广东珠江,http://107.150.60.122/live/gdzja.m3u8$IPV4•线路23
广东珠江,http://107.150.60.122/live/gdzj.m3u8$IPV4•线路24
广东珠江,http://192.151.150.154/live/gdzja.m3u8$IPV4•线路25
广东珠江,http://192.151.150.154/live/gdzj.m3u8$IPV4•线路26
广东珠江,http://198.204.228.26/live/gdzja.m3u8$IPV4•线路27
广东珠江,http://198.204.228.26/live/gdzj.m3u8$IPV4•线路28
南国都市,https://cdn15.163189.xyz/163189/ngds$IPV4•线路1
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7$IPV4•线路2
⛹️体育,#genre#
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$IPV4•线路1
CCTV5,http://111.231.6.102:1234/641886683$IPV4•线路2
CCTV5,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=dcef7eaddaa95231a534664b5294ef17&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV5,http://47.106.39.47:8596/aikan.php?id=cctv5$IPV4•线路4
CCTV5,http://47.106.39.47:8596/aikan.php?id=cctv5b$IPV4•线路5
CCTV5,http://113.90.154.189:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV5,http://58.56.162.102:4466/newlive/live/hls/5/live.m3u8$IPV4•线路7
CCTV5,http://113.57.140.161:10081/newlive/live/hls/5/live.m3u8$IPV4•线路8
CCTV5,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8$IPV4•线路9
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$IPV4•线路10
CCTV5,http://43.251.226.89:8080/play/5.m3u8$IPV4•线路11
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5$IPV4•线路12
CCTV5,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001818$IPV4•线路13
CCTV5,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv5$IPV4•线路14
CCTV5,http://113.95.132.166:554/rtp/239.77.0.170:5146$IPV4•线路15
